date_time,Campaign,Comment,Temp_A,RH_A,Temp_B,RH_B,Temp_C,RH_C,Temp_D,RH_D,A_01,A_02,A_03,A_04,A_05,A_06,A_09,A_10,A_11,A_12,B_13,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24
06/07/21 15:11,Campagne_35_,,27.78,62.76,27.97,64.01,26.92,65.57,26.73,67.5,1.493337219,2.105901993,1.858909667,2.788546751,1.30549546,1.692675033,2.632947872,2.793143324,2.473959278,2.458668954,2.685910677,2.508574969,2.018850474,2.630772108,2.905104804,1.906374323,3.975073241,2.220881965,1.959264452,1.478358442,2.410681059,1.518260608
06/07/21 15:16,Campagne_35_,,27.54,64.01,27.76,65.02,26.68,65.37,26.34,67.97,1.501898839,2.137851453,1.876310832,2.796785968,1.280174036,1.680678998,2.647980876,2.790971618,2.483265355,2.407129913,2.653053393,2.500866222,2.0382152,2.591206446,2.879276473,1.927586252,3.939878378,2.287288802,2.019017559,1.428352866,2.383452746,1.493078448
06/07/21 15:21,Campagne_35_,,27.31,64.63,27.55,65.09,26.48,66.14,26.2,68.3,1.547670245,2.11222707,1.912536562,2.788897236,1.283379201,1.70728568,2.605888502,2.724011529,2.495138412,2.39918785,2.672220295,2.464783589,2.03152565,2.553162736,2.830219196,1.902334101,3.907116368,2.303124271,2.046742976,1.420975101,2.338072226,1.500091338
06/07/21 15:26,Campagne_35_,,27.42,64.27,27.55,64.97,26.35,66.11,26.03,68.76,1.60118015,2.196560508,1.944807684,2.822029533,1.260461737,1.725741207,2.580499426,2.7173155,2.515515409,2.368433312,2.648261713,2.485941125,1.991563952,2.493645218,2.865306629,1.901660581,3.929174,2.192275993,2.050567218,1.394086897,2.325106313,1.535155102
06/07/21 15:31,Campagne_35_,,27.31,64.68,27.51,65.5,26.42,66.07,26.06,68.46,1.582245903,2.15650209,1.948287882,2.821328375,1.236262276,1.705286368,2.607558796,2.75351008,2.51391096,2.360660171,2.655278252,2.451006359,1.987339082,2.478765929,2.8053657,1.841728615,3.90338611,2.214411605,2.016149377,1.439829605,2.335316887,1.466940164
06/07/21 15:36,Campagne_35_,,27.31,64.45,27.53,65.56,26.52,66.19,26.29,68.09,1.542566226,2.172395584,1.935632521,2.786618332,1.284821577,1.732046792,2.555778432,2.816307863,2.454384419,2.352042237,2.584600749,2.446414008,1.984170288,2.447992657,2.778400322,1.896273499,3.867704676,2.205897753,1.989539307,1.392119446,2.280860262,1.493716092
06/07/21 15:41,Campagne_35_,,27.24,64.66,27.59,65.07,26.46,66.04,26.1,68.72,1.529229941,2.151961067,1.945598707,2.777502715,1.220556519,1.725433558,2.575989471,2.771245549,2.481660734,2.35035229,2.579980326,2.424272384,1.965861827,2.410117972,2.734378733,1.82893425,3.914090488,2.229225419,2.005792167,1.426057624,2.289126105,1.48797832
06/07/21 15:46,Campagne_35_,,27.31,65.13,27.52,65.39,26.51,65.68,26.12,68.07,1.56232377,2.206615643,1.948920769,2.779606189,1.208857305,1.723587988,2.481448652,2.70627606,2.464332241,2.336495955,2.53942203,2.414103593,1.957940031,2.39912753,2.72853077,1.828092439,3.84094347,2.218838655,1.974879824,1.428516938,2.24487988,1.547267949
06/07/21 15:51,Campagne_35_,,27.33,63.81,27.48,64.91,26.48,65.62,26.2,67.86,1.515893656,2.200614986,1.943383943,2.747525723,1.24363419,1.739890297,2.48078057,2.727630909,2.440746348,2.298306302,2.517517235,2.393602057,1.952306557,2.402678328,2.664041483,1.843412236,3.869650784,2.186656891,1.921500398,1.370313766,2.251687045,1.447017458
06/07/21 15:56,Campagne_35_,,27.25,64.45,27.51,64.99,26.36,65.96,26.03,68.18,1.546847124,2.210507824,1.97043468,2.743844503,1.191068346,1.744042828,2.503831091,2.727087982,2.443153107,2.310135026,2.544384966,2.386713442,1.938399324,2.35651851,2.749323239,1.815634653,3.837861915,2.198576137,1.925643385,1.398185695,2.265301201,1.472040292
06/07/21 16:01,Campagne_35_,,27.4,63.78,27.66,64.44,26.48,65.75,25.99,68.44,1.604473163,2.12276875,1.948287882,2.776801369,1.250525484,1.747580059,2.462573775,2.716953485,2.45807484,2.275493826,2.510671953,2.369328125,1.926076299,2.343837091,2.642761684,1.765298642,3.891059714,2.171843077,1.911780676,1.389496237,2.241638489,1.502163254
06/07/21 16:06,Campagne_35_,,27.57,63.82,27.73,65.04,26.65,65.58,26.19,67.9,1.563147067,2.124877051,1.97438963,2.75874519,1.243473983,1.733123319,2.417140814,2.664471305,2.416839495,2.284618889,2.508960678,2.376052608,1.901606609,2.336397447,2.674437804,1.765298642,3.791800542,2.127742067,1.894253011,1.383593884,2.228348541,1.492919122
06/07/21 16:11,Campagne_35_,,27.47,64.5,27.59,65.59,26.56,65.98,26.2,68.06,1.492349332,2.166881646,1.974073186,2.735605098,1.203408386,1.746503532,2.439356278,2.624657151,2.423738814,2.279887436,2.483290822,2.340461842,1.898437815,2.322025415,2.632040592,1.787857252,3.84921517,2.114631134,1.854098977,1.410482088,2.225431185,1.47251844
06/07/21 16:16,Campagne_35_,,27.48,64,27.48,66.31,26.54,66.3,26.37,68.17,1.562488359,2.161043113,1.975022347,2.69090285,1.209979268,1.732354442,2.356173564,2.677501346,2.40143641,2.273297113,2.460188153,2.320124262,1.879953373,2.301566303,2.600364471,1.822368596,3.864298682,2.152431817,1.849478131,1.363427864,2.211654837,1.466621342
06/07/21 16:21,Campagne_35_,,27.54,63.77,27.66,65.77,26.58,66.16,26.13,68.45,1.556561219,2.145473866,1.970276544,2.722632831,1.204530349,1.749733278,2.400938444,2.634248722,2.374962405,2.27887354,2.430924675,2.321272305,1.851082454,2.311880281,2.587044168,1.776914617,3.790989533,2.141534408,1.86573082,1.348508086,2.183940299,1.470446523
06/07/21 16:26,Campagne_35_,,27.35,64.52,27.73,64.44,26.54,66.1,26.19,67.97,1.517210896,2.100712302,1.969169246,2.735429856,1.188984799,1.722050069,2.381729616,2.666823922,2.390204925,2.285294759,2.449749065,2.309791516,1.849850208,2.312049487,2.676224566,1.752335806,3.759687234,2.096241528,1.819203105,1.357197544,2.21862402,1.473793386
06/07/21 16:31,Campagne_35_,,27.42,63.73,27.61,65.17,26.52,65.69,26.09,68.01,1.586526802,2.12585014,1.954615563,2.733852109,1.215908978,1.762652098,2.346819704,2.616694359,2.374160095,2.240852808,2.430411274,2.305527076,1.834358389,2.28110719,2.661280061,1.734490939,3.790502962,2.128252894,1.847247266,1.347032498,2.177457342,1.47443103
06/07/21 16:36,Campagne_35_,,27.45,63.57,27.71,64.74,26.58,65.63,26.17,67.92,1.595088245,2.15033931,1.966005321,2.702297559,1.205972725,1.73127775,2.377386816,2.628457636,2.360361458,2.2596097,2.431951477,2.286173584,1.825908461,2.265720463,2.560728681,1.728767096,3.821967567,2.092495521,1.820796654,1.346048948,2.123648961,1.457855358
06/07/21 16:41,Campagne_35_,,27.34,64.33,27.53,65.18,26.45,66.14,26.3,68.29,1.488068611,2.071357861,1.968378222,2.691078092,1.188504007,1.738352377,2.348155867,2.562764116,2.33372706,2.24609121,2.413297975,2.270264398,1.822211535,2.287025064,2.576648021,1.753514197,3.78855668,2.099306493,1.813626199,1.320308366,2.137911535,1.41402561
06/07/21 16:46,Campagne_35_,,27.37,64.44,27.61,64.83,26.48,65.86,26.2,67.95,1.581093428,2.171584793,1.939271026,2.737533518,1.187061803,1.738044727,2.28852496,2.652708028,2.385712366,2.234262667,2.400805468,2.265836003,1.812001039,2.239681708,2.594841453,1.753177617,3.790178524,2.099136095,1.841032872,1.339326765,2.138721795,1.451161461
06/07/21 16:51,Campagne_35_,,27.34,64.81,27.64,65.72,26.44,65.94,26.16,67.82,1.560347998,2.083359,1.957304908,2.727541312,1.227447813,1.744042828,2.343478937,2.546838532,2.343835276,2.233755719,2.378044944,2.249106686,1.799502034,2.249150379,2.59776526,1.757722888,3.767796627,2.05128926,1.816972411,1.351131471,2.084913414,1.415300727
06/07/21 16:56,Campagne_35_,,27.41,64.55,27.65,65.17,26.54,66.17,26.3,68.03,1.571379333,2.099252669,1.947022448,2.736656929,1.163342962,1.741889774,2.348824128,2.555887177,2.324100196,2.210605399,2.402859071,2.248122598,1.784362555,2.24526135,2.581358764,1.715804261,3.77590602,2.083641239,1.824620725,1.311946699,2.097879327,1.414503757
06/07/21 17:01,Campagne_35_,,27.54,64.01,27.64,65.22,26.55,66.08,26.29,68.04,1.54157834,2.151312399,1.950977228,2.732625036,1.203087973,1.733430969,2.235742383,2.550096091,2.278211726,2.220068306,2.389168505,2.23877394,1.764645867,2.25861905,2.565764369,1.740214781,3.778987576,2.023875158,1.80964267,1.345229118,2.118138457,1.414663254
06/07/21 17:06,Campagne_35_,,27.49,63.76,27.56,65.39,26.38,66.77,26.31,68.22,1.558536991,2.102009638,1.990841464,2.70615421,1.225043853,1.717128661,2.275329405,2.609455404,2.303562634,2.223109812,2.344845332,2.223520754,1.759540525,2.236807192,2.521905165,1.753177617,3.737305163,2.025407641,1.786856842,1.320964124,2.11084524,1.410359925
06/07/21 17:11,Campagne_35_,,27.45,63.58,27.55,64.59,26.45,65.96,26.19,67.79,1.590148992,2.093738557,1.957937625,2.70054457,1.171516253,1.772495079,2.231399583,2.558239794,2.315435864,2.231559005,2.386772574,2.201051042,1.743872914,2.231903832,2.520930505,1.73886792,3.735521187,2.022002063,1.80964267,1.343917425,2.105982979,1.413388136
06/07/21 17:16,Campagne_35_,,27.54,63.69,27.65,65.04,26.54,65.49,26.15,67.77,1.540755219,2.110280893,1.950186204,2.710887449,1.179849924,1.728355654,2.205008295,2.510101026,2.277409588,2.220068306,2.317806529,2.198426867,1.756899863,2.231058343,2.519630899,1.712773959,3.751253403,1.994247349,1.779527101,1.334080347,2.080051153,1.384540292
06/07/21 17:21,Campagne_35_,,27.31,64.75,27.45,65.01,26.45,65.86,26.36,67.63,1.553432972,2.096657823,1.966005321,2.715270015,1.187542595,1.739890297,2.22755771,2.574527393,2.258316082,2.224630656,2.32841669,2.172020803,1.739471685,2.226662239,2.525641248,1.712605669,3.733574905,2.048735123,1.755785213,1.301617757,2.101120718,1.335610416
06/07/21 17:26,Campagne_35_,,27.4,64.22,27.61,65.72,26.49,66.39,26.17,68.62,1.54157834,2.076871799,1.933417926,2.743143157,1.170073877,1.748041451,2.284683266,2.518425639,2.298588723,2.208239582,2.329101347,2.188750121,1.715706109,2.224464187,2.499650706,1.704525046,3.711841711,2.019447926,1.763114954,1.313094496,2.117003987,1.357604867
06/07/21 17:31,Campagne_35_,,27.4,63.91,27.52,66.63,26.39,66.53,26.33,68.52,1.539437979,2.060491761,1.93911289,2.708783787,1.201645597,1.731431658,2.213192968,2.531998801,2.28575279,2.17275359,2.302233617,2.185633901,1.7204593,2.208232153,2.521742606,1.692740601,3.731953062,1.979093106,1.775702858,1.298174718,2.100958701,1.382149553
06/07/21 17:36,Campagne_35_,,27.49,64.17,27.55,65.91,26.52,65.94,26.27,68.49,1.610400302,2.021568556,1.937214568,2.731573205,1.144752453,1.729278438,2.241421526,2.503766819,2.212588177,2.207056764,2.302575945,2.152175267,1.702326819,2.208062947,2.500138036,1.707386877,3.673727425,1.976538968,1.774428225,1.31473398,2.079564927,1.387727829
06/07/21 17:41,Campagne_35_,,27.42,64.08,27.64,65.32,26.52,66.19,26.33,68.36,1.554091504,2.092765468,1.966479901,2.699142066,1.151643748,1.740351689,2.187469761,2.540323414,2.212106825,2.18627208,2.299666613,2.148894915,1.690532116,2.192169145,2.511508844,1.685333318,3.705029724,1.954062743,1.739054323,1.316701431,2.043260511,1.361589374
06/07/21 17:46,Campagne_35_,,27.47,63.99,27.64,65.52,26.58,66.06,26.47,67.98,1.538285504,2.090495043,1.955722861,2.715971172,1.157413251,1.729893573,2.173605946,2.501414202,2.262166896,2.182892548,2.287174105,2.162179925,1.690003984,2.202821355,2.556667653,1.689878589,3.701948168,1.947762599,1.746384064,1.315061947,2.080051153,1.3176003
06/07/21 17:51,Campagne_35_,,27.41,64.14,27.59,65.35,26.46,66.2,26.4,68.66,1.474238383,2.118714271,1.947497029,2.693006512,1.179689717,1.780953718,2.215197392,2.528198316,2.207132914,2.182047575,2.280328822,2.147582916,1.672751787,2.212290026,2.506960486,1.651327023,3.659779185,1.973133391,1.71451566,1.293584058,2.108738318,1.36445826
06/07/21 17:56,Campagne_35_,,27.58,63.35,27.76,64.95,26.54,65.59,26.3,67.77,1.581093428,2.097468614,1.91949713,2.692129923,1.202927594,1.735891673,2.218371004,2.525845699,2.216599385,2.153996698,2.301891288,2.13478995,1.662893443,2.200792328,2.520930505,1.669171891,3.651669792,1.988798645,1.716427782,1.307847902,2.086047884,1.312500172
06/07/21 18:01,Campagne_35_,,27.48,64.36,27.59,64.98,26.54,65.71,26.3,67.9,1.548658131,2.086926935,1.922028168,2.716672519,1.155970875,1.767419763,2.178617007,2.579232821,2.184188765,2.161431995,2.286147303,2.12462116,1.645289284,2.192676401,2.44442052,1.66748845,3.684756241,1.945889687,1.722801462,1.301125895,2.067571641,1.382787027
06/07/21 18:06,Campagne_35_,,27.31,64.7,27.52,65.28,26.36,66.48,26.29,68.28,1.58092884,2.089197533,1.932943346,2.71281568,1.20324818,1.771726037,2.211021568,2.472820399,2.215155329,2.158390307,2.24849834,2.125441115,1.64898621,2.18320773,2.446369841,1.661596137,3.657832903,1.889188388,1.698103514,1.306700281,2.067085414,1.351389118
06/07/21 18:11,Campagne_35_,,27.27,65.04,27.53,65.11,26.42,66.36,26.16,68.9,1.506508915,2.129093653,1.921079008,2.670217093,1.206453517,1.740197947,2.192480822,2.451103534,2.210502377,2.148251349,2.255001294,2.095426789,1.646169567,2.185067551,2.431262776,1.672538772,3.656373192,1.966152204,1.748136728,1.299322515,2.064005867,1.32301925
06/07/21 18:16,Campagne_35_,,27.4,63.96,27.55,65.27,26.39,66.38,26.23,68.38,1.519680611,2.039408401,1.931203161,2.717548919,1.189786176,1.793565053,2.153060955,2.455808962,2.181621613,2.173598563,2.255685767,2.11084393,1.647049662,2.172048264,2.480807384,1.662774708,3.667888578,1.933800226,1.722482719,1.287845777,2.064005867,1.305487453
06/07/21 18:21,Campagne_35_,,27.51,63.27,27.69,64.9,26.44,65.94,26.15,68.26,1.485763484,2.090008499,1.927090245,2.713867511,1.180170509,1.766035586,2.169764252,2.490193851,2.194617939,2.159573125,2.214614255,2.102315404,1.625924558,2.172724545,2.429963171,1.663448048,3.637559421,1.984712025,1.738735579,1.275221417,2.08539964,1.309790612
06/07/21 18:26,Campagne_35_,,27.4,64.29,27.58,65.16,26.48,66.02,26.31,68.13,1.558043048,2.064059695,1.931361468,2.723859904,1.206934309,1.765574194,2.12616856,2.428481922,2.132363853,2.141492285,2.208795773,2.11018793,1.623107915,2.173062777,2.420054354,1.706040016,3.655886621,1.904342814,1.69682888,1.278500561,2.049743467,1.317281649
06/07/21 18:31,Campagne_35_,,27.42,64.11,27.48,65.39,26.42,66.21,26.34,68.06,1.481976706,2.053031471,1.921869862,2.721055085,1.151483541,1.748041451,2.107293684,2.442778921,2.181300654,2.137267779,2.226764618,2.077877516,1.615714251,2.158690564,2.391302041,1.624222961,3.655562357,1.938227275,1.711806936,1.240299514,2.053471258,1.26882992
06/07/21 18:36,Campagne_35_,,27.57,63.99,27.79,64.63,26.58,65.69,26.44,67.65,1.523302801,2.04962566,1.91997171,2.688799188,1.144752453,1.775570918,2.08975515,2.456351888,2.157554367,2.137943649,2.192367132,2.074269076,1.60620787,2.150236406,2.422003501,1.592741737,3.611609224,1.892253352,1.718658647,1.291288816,2.04439498,1.315847206
06/07/21 18:41,Campagne_35_,,27.48,64.36,27.56,65.69,26.59,65.97,26.21,68.25,1.519186668,2.057896915,1.929937727,2.703524632,1.189786176,1.780492326,2.032462798,2.490012941,2.156591664,2.135577832,2.19270946,2.069676725,1.600222433,2.158521539,2.464238328,1.601159121,3.640154406,1.860582416,1.679460502,1.316045673,2.031429241,1.259107641
06/07/21 18:46,Campagne_35_,,27.42,64.22,27.68,65.48,26.35,66.15,26.19,68.46,1.470616016,2.085791722,1.942118508,2.732099121,1.18001013,1.775570918,2.153729036,2.488927088,2.129957094,2.133719144,2.178676566,2.084601999,1.576632837,2.129270036,2.423465492,1.605367993,3.615015218,1.945378859,1.697147453,1.275221417,2.054119502,1.285883569
06/07/21 18:51,Campagne_35_,,27.42,64.45,27.69,65.34,26.45,65.95,26.16,68.34,1.60842453,2.123903962,1.924717344,2.674774902,1.174721591,1.781569018,2.075056277,2.538151903,2.147125193,2.143688999,2.18466612,2.060492023,1.566422342,2.170188262,2.404297399,1.560418883,3.604472972,1.842022595,1.686471671,1.283255116,2.017166668,1.261657705
06/07/21 18:56,Campagne_35_,,27.42,64.06,27.76,64.81,26.52,66.02,26.34,67.9,1.482305883,2.094873769,1.93958747,2.728417713,1.164624959,1.794795322,2.153896012,2.504309745,2.13637506,2.10904798,2.145819282,2.071809033,1.573112081,2.144656582,2.418592363,1.642572879,3.604797411,1.909961916,1.691092516,1.273418037,2.047636545,1.277914555
06/07/21 19:01,Campagne_35_,,27.49,63.98,27.65,65.08,26.46,66.48,26.24,68.58,1.526431048,2.098928248,1.932626902,2.674073744,1.143630663,1.790335307,2.080902396,2.464857607,2.134770612,2.111413616,2.158654119,2.065248506,1.563429718,2.162410386,2.388053288,1.616647208,3.587929748,1.885782993,1.694916759,1.283091221,2.04601585,1.28237721
06/07/21 19:06,Campagne_35_,,27.45,63.94,27.64,65.29,26.59,65.5,26.43,67.45,1.48098882,2.076223132,1.932310629,2.689325104,1.167189298,1.764959059,2.126335536,2.488565072,2.122736989,2.113441408,2.169606608,2.046879101,1.560084943,2.161226847,2.401373417,1.578768982,3.630260863,1.863136553,1.684718836,1.264564508,2.039046667,1.299112208
06/07/21 19:11,Campagne_35_,,27.51,63.49,27.68,64.67,26.56,65.38,26.4,67.71,1.505850206,2.133634677,1.934050643,2.693357185,1.217190975,1.784337372,2.135856372,2.464857607,2.113109953,2.125946003,2.154547096,2.035234179,1.574168346,2.149390917,2.316741377,1.553685121,3.58987603,1.872501662,1.687587018,1.260793678,2.036291328,1.24014123
06/07/21 19:16,Campagne_35_,,27.45,64,27.66,65.49,26.61,65.79,26.36,68.44,1.50041701,2.098441703,1.920287984,2.727015397,1.193472134,1.799101761,2.157069624,2.387038988,2.102680779,2.104147423,2.140172057,2.04113853,1.548818183,2.136540656,2.411120023,1.55065482,3.567169695,1.848663352,1.638031834,1.296535234,2.015059746,1.233766156
06/07/21 19:21,Campagne_35_,,27.28,65.41,27.58,65.56,26.51,66.27,26.47,68.06,1.468640421,2.07849373,1.943067669,2.694584258,1.176324173,1.76849629,2.067706841,2.499423601,2.066740303,2.08015213,2.154204767,2.035070047,1.539663952,2.135864374,2.3448438,1.569341498,3.581766637,1.84917418,1.686312213,1.266695855,2.032401693,1.217668631
06/07/21 19:26,Campagne_35_,,27.45,64.18,27.66,65.15,26.27,66.32,26.15,68.32,1.525937105,2.098766124,1.911903845,2.689325104,1.147637205,1.772802564,2.125333324,2.376361564,2.073318663,2.110568824,2.107656918,2.012928423,1.532270289,2.140767735,2.370184801,1.572035039,3.571062259,1.839298243,1.6904552,1.255547083,2.004038738,1.236475545
06/07/21 19:31,Campagne_35_,,27.4,64.34,27.64,65.31,26.44,65.97,26.29,68.39,1.476049389,2.101198846,1.890389764,2.68809803,1.143630663,1.742658651,2.045324401,2.473725341,2.097546474,2.09552949,2.139829729,2.047043057,1.528397381,2.137385963,2.332335772,1.581294052,3.595714876,1.854282272,1.659542857,1.259154194,2.046664093,1.285724244
06/07/21 19:36,Campagne_35_,,27.55,63.42,27.62,65.06,26.52,66.13,26.33,68.42,1.521327029,2.084818634,1.922660886,2.708082629,1.170875255,1.765728102,2.086080432,2.46775315,2.077971788,2.082855973,2.109026048,2.037366311,1.529981778,2.124535701,2.313330239,1.608229824,3.5501399,1.832998099,1.647432983,1.269974998,1.998528233,1.25097913
06/07/21 19:41,Campagne_35_,,27.49,63.94,27.64,65.49,26.54,66.36,26.29,68.16,1.481317997,2.042489791,1.897192025,2.736306444,1.18001013,1.776493702,1.984524127,2.427938995,2.061124647,2.097050334,2.122374285,2.01768473,1.527517098,2.144318532,2.307969606,1.577758881,3.577063238,1.847811912,1.62592179,1.257186743,2.009711259,1.220378021
